가구식별번호,조사연도,조사차수,조사구식별번호,시도코드,시도명,행정구역유형,도시농촌구분,층화코드,표본조사구코드,조사일자,응답방식,응답상태,주택유형,점유형태,아파트층수,가구유형,가구원수,가구원수구간,가구주성별,가구주연령,가구주연령대,교육수준코드,교육수준,종사상지위,경제활동상태,산업분류,인터넷이용여부,건강상태등급,삶의만족도점수,지역박탈도백분위,통근시간_분,주당근로시간,월근로소득_만원,월사업소득_만원,월이전소득_만원,월기타소득_만원,월총소득_만원,연간가구소득_만원,세금사회보험료_만원,가처분소득_만원,식료품비_만원,주거비_만원,교육비_만원,보건의료비_만원,교통비_만원,기타지출_만원,월총지출_만원,월저축액_만원,1인당가처분소득_만원,균등화가처분소득_만원,주거비부담률,경제스트레스지수,조사가중치,응답자메모
HH-2025-000279,2025,3,ED-0279,R15,경상북도,면부,농촌,ST-15-면,PSU-0124,2025-06-03,인터넷,완료,연립·다세대,자가,0,1인가구,1,1인,여성,41,40대,5,대학교,상용근로자,취업,정보통신,Y,4,3,10,7.5,43.5,295,0.0,0,15,310.0,3720.0,32.5,277.5,58,22,7,2,38,17,144,133.5,277.5,277.5,7.9,29.1,1.5,
HH-2025-000280,2025,4,ED-0280,R16,경상남도,동부,도시,ST-16-동,PSU-0161,2025-07-10,방문면접,완료,연립·다세대,자가,0,1인가구,1,1인,여성,56,50대,5,대학교,상용근로자,취업,제조업,Y,4,4,10,46.5,42.5,175,0.0,5,10,190.0,2280.0,10.4,179.6,52,31,15,3,48,24,173,6.6,179.6,179.6,17.3,36.7,1.865,메모-0280: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000281,2025,1,ED-0281,R01,서울특별시,동부,도시,ST-01-동,PSU-0198,2025-08-16,전화,완료,아파트,보증부월세,18,부부,2,2인,여성,56,50대,5,대학교,상용근로자,취업,제조업,N,4,4,15,18.5,33.0,260,0.0,5,30,295.0,3540.0,16.2,278.8,74,114,11,14,39,14,266,12.8,139.4,197.1,40.9,30.2,0.725,메모-0281: 응답자가 조사표 작성 기준을 확인함
HH-2025-000282,2025,2,ED-0282,R09,경기도,면부,농촌,ST-09-면,PSU-0235,2025-09-22,방문면접,대리응답,단독주택,자가,0,부부,2,2인,남성,52,50대,5,대학교,상용근로자,취업,도소매·숙박,N,4,3,5,37.0,38.0,560,0.0,20,135,765.0,9180.0,121.6,593.4,80,57,0,14,31,24,206,387.4,296.7,419.6,9.6,29.4,1.09,"메모-0282: 생활비, 주거비 항목 재확인"
HH-2025-000283,2025,3,ED-0283,R11,충청북도,동부,도시,ST-11-동,PSU-0272,2025-05-02,방문면접,완료,연립·다세대,보증부월세,0,1인가구,1,1인,남성,48,40대,3,중학교,자영업자,취업,제조업,Y,4,3,30,61.0,41.0,0.0,410,25,45,480.0,5760.0,50.4,429.6,54,100,0,7,22,32,215,214.6,429.6,429.6,23.3,38.4,1.455,메모-0283: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000284,2025,4,ED-0284,R16,제주특별자치도,면부,농촌,ST-16-면,PSU-0009,2025-06-08,방문면접,완료,기타,자가,0,부부,2,2인,여성,41,40대,5,대학교,무급가족종사자,취업,건설업,Y,5,3,5,34.5,44.5,0.0,125,25,40,190.0,2280.0,10.4,179.6,70,32,16,9,36,37,200,-20.4,89.8,377.0,17.8,33.8,1.82,메모-0284: 소득 항목은 월평균 금액으로 응답
HH-2025-000285,2025,1,ED-0285,R05,광주광역시,동부,도시,ST-05-동,PSU-0046,2025-07-15,인터넷,완료,단독주택,전세,0,1인가구,1,1인,여성,44,40대,4,고등학교,비경제활동,비경제활동,,Y,4,4,15,,,0.0,0.0,5,5,10.0,120.0,0.6,9.4,62,69,27,6,20,28,212,-202.6,9.4,9.4,734.0,32.3,0.68,메모-0285: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000286,2025,2,ED-0286,R01,서울특별시,동부,도시,ST-01-동,PSU-0083,2025-08-21,인터넷,완료,아파트,보증부월세,23,기타,2,2인,여성,42,40대,2,초등학교,상용근로자,취업,보건·복지,Y,5,4,5,12.0,40.0,225,0.0,75,125,425.0,5100.0,44.6,380.4,97,93,0,2,33,31,256,124.4,190.2,269.0,24.4,28.4,1.045,메모-0286: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000287,2025,3,ED-0287,R06,대전광역시,동부,도시,ST-06-동,PSU-0120,2025-09-27,전화,완료,아파트,자가,30,1인가구,1,1인,남성,37,30대,6,대학원,상용근로자,취업,도소매·숙박,Y,5,4,5,55.5,27.5,455,0.0,50,30,535.0,6420.0,56.2,478.8,66,63,10,2,30,17,188,290.8,478.8,478.8,13.2,35.9,1.41,메모-0287: 응답자가 조사표 작성 기준을 확인함
HH-2025-000288,2025,4,ED-0288,R13,전북특별자치도,동부,도시,ST-13-동,PSU-0157,2025-05-07,전화,완료,오피스텔,자가,0,부부+자녀,3,3~4인,남성,48,40대,5,대학교,자영업자,취업,기타서비스,N,5,3,5,55.5,35.0,0.0,430,10,30,470.0,5640.0,49.4,420.6,78,84,29,2,35,48,276,144.6,140.2,242.8,20.0,36.7,1.775,"메모-0288: 생활비, 주거비 항목 재확인"
HH-2025-000289,2025,1,ED-0289,R01,서울특별시,동부,도시,ST-01-동,PSU-0194,2025-06-13,인터넷,완료,아파트,자가,14,1인가구,1,1인,남성,69,60대,3,중학교,비경제활동,비경제활동,,Y,2,4,5,,,0.0,0.0,45,60,105.0,1260.0,5.8,99.2,40,54,15,31,17,14,171,-71.8,99.2,99.2,54.4,31.2,0.635,메모-0289: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000290,2025,2,ED-0290,R09,경기도,동부,도시,ST-09-동,PSU-0231,2025-07-20,전화,완료,아파트,월세,21,부부+자녀,3,3~4인,여성,52,50대,5,대학교,상용근로자,취업,건설업,Y,3,4,5,54.0,31.0,385,0.0,40,105,530.0,6360.0,55.6,474.4,93,108,17,7,43,35,303,171.4,158.1,273.9,22.8,35.7,1.0,메모-0290: 소득 항목은 월평균 금액으로 응답
HH-2025-000291,2025,3,ED-0291,R01,서울특별시,동부,도시,ST-01-동,PSU-0268,2025-08-26,인터넷,완료,아파트,전세,28,1인가구,1,1인,남성,63,60대,3,중학교,자영업자,취업,도소매·숙박,Y,3,3,20,55.5,48.0,0.0,180,65,140,385.0,4620.0,40.4,344.6,33,81,0,9,28,26,177,167.6,344.6,344.6,23.5,37.5,1.365,메모-0291: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000292,2025,4,ED-0292,R02,부산광역시,동부,도시,ST-02-동,PSU-0005,2025-04-05,인터넷,부분응답,아파트,보증부월세,5,부부,2,2인,여성,52,50대,4,대학교,자영업자,취업,도소매·숙박,Y,4,3,10,61.5,43.0,0.0,260,45,40,345.0,4140.0,36.2,308.8,68,74,0,2,20,27,191,117.8,154.4,218.4,44.0,40.0,1.73,메모-0292: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000293,2025,1,ED-0293,R01,서울특별시,동부,도시,ST-01-동,PSU-0042,2025-05-12,전화,완료,아파트,자가,12,1인가구,1,1인,여성,73,70대 이상,2,초등학교,비경제활동,비경제활동,,N,4,3,10,,,0.0,0.0,30,0,30.0,360.0,1.6,28.4,71,50,8,30,3,11,173,-144.6,28.4,28.4,176.1,32.0,0.59,메모-0293: 응답자가 조사표 작성 기준을 확인함
HH-2025-000294,2025,2,ED-0294,R04,인천광역시,동부,도시,ST-04-동,PSU-0079,2025-06-18,인터넷,완료,아파트,자가,19,한부모,2,2인,여성,55,50대,5,대학교,비경제활동,비경제활동,,Y,5,5,20,,,0.0,0.0,25,40,65.0,780.0,3.6,61.4,76,43,42,2,30,53,246,-184.6,30.7,43.4,70.0,31.8,0.955,"메모-0294: 생활비, 주거비 항목 재확인"
HH-2025-000295,2025,3,ED-0295,R07,울산광역시,동부,도시,ST-07-동,PSU-0116,2025-07-25,인터넷,완료,아파트,전세,26,1인가구,1,1인,남성,35,30대,5,대학교,상용근로자,취업,제조업,Y,4,3,20,40.0,40.0,465,0.0,0,115,580.0,6960.0,60.9,519.1,58,77,3,7,32,37,214,380.1,519.1,519.1,14.8,31.0,1.32,메모-0295: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000296,2025,4,ED-0296,R15,경상북도,읍부,농촌,ST-15-읍,PSU-0153,2025-08-31,인터넷,완료,연립·다세대,보증부월세,0,기타,4,3~4인,여성,44,40대,6,대학원,상용근로자,취업,공공·교육,Y,3,3,25,58.0,36.0,460,0.0,45,5,510.0,6120.0,53.5,456.5,106,84,57,2,40,41,330,126.5,114.1,228.2,18.4,37.3,1.685,메모-0296: 소득 항목은 월평균 금액으로 응답
HH-2025-000297,2025,1,ED-0297,R01,서울특별시,동부,도시,ST-01-동,PSU-0190,2025-04-10,인터넷,완료,단독주택,자가,0,부부,2,2인,남성,63,60대,4,고등학교,자영업자,취업,제조업,Y,2,3,20,54.5,37.0,0.0,155,50,25,230.0,2760.0,12.7,217.3,72,74,0,8,18,27,199,18.3,108.7,153.7,34.1,38.7,0.545,메모-0297: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000298,2025,2,ED-0298,R01,서울특별시,동부,도시,ST-01-동,PSU-0227,2025-05-17,방문면접,완료,연립·다세대,자가,0,부부+자녀,3,3~4인,여성,68,60대,4,고등학교,자영업자,취업,도소매·숙박,N,5,2,20,51.0,33.0,0.0,135,50,15,200.0,2400.0,11.0,189.0,87,70,4,24,23,40,248,-59.0,63.0,109.1,37.0,38.0,0.91,메모-0298: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000299,2025,3,ED-0299,R02,부산광역시,동부,도시,ST-02-동,PSU-0264,2025-06-23,방문면접,완료,오피스텔,보증부월세,0,부부,2,2인,여성,66,60대,4,고등학교,비경제활동,비경제활동,,N,2,3,5,,,0.0,0.0,75,60,135.0,1620.0,7.4,127.6,87,102,8,18,12,29,256,-128.4,63.8,90.2,79.9,31.0,1.275,메모-0299: 응답자가 조사표 작성 기준을 확인함
HH-2025-000300,2025,4,ED-0300,R01,서울특별시,동부,도시,ST-01-동,PSU-0001,2025-07-30,인터넷,완료,아파트,자가,1,3세대,6,5인 이상,여성,54,50대,4,고등학교,상용근로자,취업,보건·복지,Y,4,3,15,33.0,37.5,410,0.0,70,115,595.0,7140.0,62.5,532.5,156,38,68,18,24,50,354,178.5,88.8,217.4,7.1,29.6,1.64,"메모-0300: 생활비, 주거비 항목 재확인"
HH-2025-000301,2025,1,ED-0301,R16,경상남도,동부,도시,ST-16-동,PSU-0038,2025-09-05,인터넷,완료,아파트,자가,8,1인가구,1,1인,여성,40,40대,5,대학교,실업자,실업,,Y,5,3,5,,,0.0,0.0,0,60,60.0,720.0,3.3,56.7,32,59,14,2,11,29,147,-90.3,56.7,56.7,104.1,31.6,0.5,메모-0301: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000302,2025,2,ED-0302,R16,경상남도,동부,도시,ST-16-동,PSU-0075,2025-04-15,인터넷,완료,단독주택,전세,0,1인가구,1,1인,여성,55,50대,4,고등학교,자영업자,취업,금융·전문서비스,Y,4,3,5,35.0,30.5,0.0,345,35,85,465.0,5580.0,48.8,416.2,44,31,31,2,29,27,164,252.2,416.2,416.2,7.4,31.0,0.865,메모-0302: 소득 항목은 월평균 금액으로 응답
HH-2025-000303,2025,3,ED-0303,R08,세종특별자치시,동부,도시,ST-08-동,PSU-0112,2025-05-22,인터넷,완료,아파트,자가,22,부부,2,2인,남성,54,50대,5,대학교,실업자,실업,,Y,4,3,45,,,0.0,0.0,40,15,55.0,660.0,3.0,52.0,79,83,0,11,7,45,225,-173.0,26.0,36.8,159.6,31.8,1.23,메모-0303: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000304,2025,4,ED-0304,R12,충청남도,동부,도시,ST-12-동,PSU-0149,2025-06-28,방문면접,완료,단독주택,무상,0,1인가구,1,1인,남성,41,40대,4,고등학교,임시·일용근로자,취업,제조업,Y,4,3,10,60.5,34.5,185,0.0,45,115,345.0,4140.0,36.2,308.8,70,45,0,14,33,26,188,120.8,308.8,308.8,14.6,39.7,1.595,메모-0304: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000305,2025,1,ED-0305,R10,강원특별자치도,면부,농촌,ST-10-면,PSU-0186,2025-08-04,인터넷,완료,아파트,자가,6,부부+자녀,3,3~4인,남성,31,30대,6,대학원,임시·일용근로자,취업,공공·교육,Y,5,3,25,16.0,33.0,170,0.0,75,55,300.0,4800.0,31.5,268.5,88,22,30,2,34,46,222,46.5,89.5,155.0,8.2,30.0,1.96,메모-0305: 응답자가 조사표 작성 기준을 확인함
HH-2025-000306,2025,2,ED-0306,R03,대구광역시,동부,도시,ST-03-동,PSU-0223,2025-09-10,방문면접,완료,아파트,자가,13,부부,2,2인,남성,61,60대,4,고등학교,무급가족종사자,취업,정보통신,Y,5,4,5,35.0,51.0,0.0,85,25,65,175.0,2100.0,9.6,165.4,96,61,1,27,38,37,260,-94.6,82.7,117.0,36.9,34.2,0.82,"메모-0306: 생활비, 주거비 항목 재확인"
HH-2025-000307,2025,3,ED-0307,R09,경기도,동부,도시,ST-09-동,PSU-0260,2025-04-20,인터넷,완료,아파트,보증부월세,20,부부,2,2인,남성,41,40대,4,고등학교,무급가족종사자,취업,농림어업,Y,5,4,25,55.0,50.5,0.0,70,30,145,245.0,2940.0,13.5,231.5,78,97,13,9,32,27,256,-24.5,115.8,163.7,41.9,38.8,1.185,메모-0307: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000308,2025,4,ED-0308,R02,부산광역시,동부,도시,ST-02-동,PSU-0297,2025-05-27,전화,완료,오피스텔,보증부월세,0,부부,2,2인,남성,37,30대,5,대학교,자영업자,취업,운수업,N,5,3,15,46.0,35.5,0.0,545,15,15,575.0,6900.0,60.4,514.6,74,110,0,5,42,57,288,226.6,257.3,363.9,21.4,32.7,1.55,메모-0308: 소득 항목은 월평균 금액으로 응답
HH-2025-000309,2025,1,ED-0309,R15,경상북도,동부,도시,ST-15-동,PSU-0034,2025-07-03,방문면접,완료,오피스텔,자가,0,부부,2,2인,여성,39,30대,5,대학교,비경제활동,비경제활동,,Y,5,4,10,,,0.0,0.0,0,70,70.0,840.0,3.9,66.1,84,54,7,7,18,40,210,-143.9,33.0,46.7,81.7,31.6,1.915,메모-0309: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000310,2025,2,ED-0310,R14,전라남도,읍부,농촌,ST-14-읍,PSU-0071,2025-08-09,전화,완료,단독주택,자가,0,한부모,4,3~4인,남성,79,70대 이상,2,초등학교,비경제활동,비경제활동,,N,2,4,25,,,0.0,0.0,100,105,205.0,2460.0,11.3,193.7,106,21,26,22,17,42,234,-40.3,48.4,96.8,10.8,30.1,0.775,
HH-2025-000311,2025,3,ED-0311,R04,인천광역시,동부,도시,ST-04-동,PSU-0108,2025-09-15,인터넷,완료,아파트,자가,18,1인가구,1,1인,남성,68,60대,4,고등학교,임시·일용근로자,취업,제조업,Y,3,4,5,49.5,30.5,125,0.0,60,80,265.0,3180.0,14.6,250.4,76,58,2,23,24,37,220,30.4,250.4,250.4,23.2,36.8,1.14,메모-0311: 응답자가 조사표 작성 기준을 확인함
HH-2025-000312,2025,4,ED-0312,R01,서울특별시,동부,도시,ST-01-동,PSU-0145,2025-04-25,방문면접,완료,오피스텔,자가,0,부부,2,2인,여성,65,60대,5,대학교,자영업자,취업,금융·전문서비스,N,4,3,15,71.5,45.5,0.0,320,25,35,380.0,4560.0,39.9,340.1,56,54,0,19,60,43,232,108.1,170.1,240.5,15.9,43.7,1.505,"메모-0312: 생활비, 주거비 항목 재확인"
HH-2025-000313,2025,1,ED-0313,R02,부산광역시,동부,도시,ST-02-동,PSU-0182,2025-06-01,인터넷,부분응답,단독주택,자가,0,부부+자녀,3,3~4인,남성,40,40대,4,고등학교,상용근로자,취업,금융·전문서비스,Y,5,3,20,62.0,35.0,355,0.0,5,20,380.0,4560.0,39.9,340.1,92,62,44,4,50,30,282,58.1,113.4,196.4,18.2,40.0,1.87,메모-0313: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000314,2025,2,ED-0314,R09,경기도,읍부,농촌,ST-09-읍,PSU-0219,2025-07-08,인터넷,완료,단독주택,보증부월세,0,부부,2,2인,여성,77,70대 이상,4,고등학교,비경제활동,비경제활동,,Y,3,2,5,,,0.0,0.0,85,0,85.0,1020.0,4.7,80.3,49,73,0,31,17,30,200,-119.7,40.1,56.8,90.9,31.4,0.73,메모-0314: 소득 항목은 월평균 금액으로 응답
HH-2025-000315,2025,3,ED-0315,R12,충청남도,동부,도시,ST-12-동,PSU-0256,2025-08-14,전화,완료,연립·다세대,자가,0,부부,2,2인,남성,61,60대,2,초등학교,자영업자,취업,운수업,Y,3,3,25,54.0,50.0,0.0,170,40,95,305.0,3660.0,32.0,273.0,61,45,0,4,42,34,186,87.0,136.5,193.0,16.5,37.8,1.095,메모-0315: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000316,2025,4,ED-0316,R08,세종특별자치시,동부,도시,ST-08-동,PSU-0293,2025-09-20,전화,완료,연립·다세대,전세,0,부부+자녀,3,3~4인,여성,58,60대,4,고등학교,상용근로자,취업,운수업,Y,3,4,5,43.0,47.5,185,0.0,80,0,265.0,3180.0,14.6,250.4,89,39,30,11,24,49,242,8.4,83.5,144.6,15.6,35.0,1.46,메모-0316: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000317,2025,1,ED-0317,R09,경기도,동부,도시,ST-09-동,PSU-0030,2025-04-30,방문면접,완료,단독주택,전세,0,부부,2,2인,여성,66,60대,4,고등학교,상용근로자,취업,정보통신,Y,3,3,10,55.0,42.5,240,0.0,25,135,400.0,4800.0,42.0,358.0,74,84,0,36,31,44,269,89.0,179.0,253.1,23.5,37.3,1.825,메모-0317: 응답자가 조사표 작성 기준을 확인함
HH-2025-000318,2025,2,ED-0318,R01,서울특별시,동부,도시,ST-01-동,PSU-0067,2025-06-06,인터넷,완료,단독주택,전세,0,1인가구,1,1인,여성,48,40대,5,대학교,임시·일용근로자,취업,건설업,Y,4,2,5,68.0,45.0,240,0.0,55,75,370.0,4440.0,38.9,331.1,42,64,14,14,29,31,344,-12.9,331.1,331.1,19.3,42.6,0.685,"메모-0318: 생활비, 주거비 항목 재확인"
HH-2025-000319,2025,3,ED-0319,R01,서울특별시,동부,도시,ST-01-동,PSU-0104,2025-07-13,인터넷,완료,연립·다세대,자가,0,부부+자녀,3,3~4인,남성,24,20대 이하,4,고등학교,상용근로자,취업,도소매·숙박,Y,5,4,10,35.5,47.0,285,0.0,55,0,340.0,4080.0,35.7,304.3,92,68,0,4,35,50,249,55.3,101.4,175.7,22.3,32.6,1.05,메모-0319: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000320,2025,4,ED-0320,R14,전라남도,면부,농촌,ST-14-면,PSU-0141,2025-08-19,인터넷,완료,연립·다세대,자가,0,부부+자녀,5,5인 이상,남성,48,40대,5,대학교,상용근로자,취업,도소매·숙박,Y,5,5,10,32.0,35.5,515,0.0,40,120,675.0,8100.0,114.8,560.2,130,23,64,13,38,61,329,231.2,112.0,250.5,4.1,29.0,1.415,메모-0320: 소득 항목은 월평균 금액으로 응답
HH-2025-000321,2025,1,ED-0321,R01,서울특별시,동부,도시,ST-01-동,PSU-0178,2025-09-25,방문면접,완료,아파트,자가,28,한부모,4,3~4인,남성,65,60대,4,고등학교,자영업자,취업,정보통신,N,3,3,10,18.0,47.5,0.0,465,65,10,540.0,6480.0,56.7,483.3,138,69,0,7,32,37,283,200.3,120.8,241.7,14.3,27.7,1.78,메모-0321: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000322,2025,2,ED-0322,R09,경기도,동부,도시,ST-09-동,PSU-0215,2025-05-05,전화,완료,아파트,자가,5,한부모,3,3~4인,여성,75,70대 이상,2,초등학교,자영업자,취업,도소매·숙박,N,3,1,5,90.5,32.5,0.0,310,70,55,435.0,5220.0,45.7,389.3,76,53,0,14,23,42,208,181.3,129.8,224.8,13.6,52.3,0.64,메모-0322: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000323,2025,3,ED-0323,R09,경기도,읍부,농촌,ST-09-읍,PSU-0252,2025-06-11,방문면접,완료,단독주택,자가,0,1인가구,1,1인,남성,40,40대,5,대학교,상용근로자,취업,보건·복지,Y,4,4,5,17.0,37.0,260,0.0,10,65,335.0,4020.0,35.2,299.8,66,45,0,11,29,9,160,139.8,299.8,299.8,15.0,29.6,1.005,메모-0323: 응답자가 조사표 작성 기준을 확인함
HH-2025-000324,2025,4,ED-0324,R02,부산광역시,읍부,농촌,ST-02-읍,PSU-0289,2025-07-18,인터넷,완료,아파트,자가,19,부부+자녀,4,3~4인,남성,42,40대,5,대학교,자영업자,취업,정보통신,Y,3,4,5,32.5,37.0,0.0,695,70,95,860.0,10320.0,146.2,713.8,113,17,35,3,33,45,246,467.8,178.4,356.9,2.4,27.1,1.37,"메모-0324: 생활비, 주거비 항목 재확인"
HH-2025-000325,2025,1,ED-0325,R09,경기도,면부,농촌,ST-09-면,PSU-0026,2025-08-24,인터넷,완료,연립·다세대,보증부월세,0,1인가구,1,1인,남성,31,30대,5,대학교,상용근로자,취업,도소매·숙박,Y,4,3,20,14.0,40.5,505,0.0,50,20,575.0,6900.0,60.4,514.6,53,109,6,24,38,35,265,249.6,514.6,514.6,21.2,26.9,1.735,메모-0325: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000326,2025,2,ED-0326,R10,강원특별자치도,면부,농촌,ST-10-면,PSU-0063,2025-04-03,인터넷,완료,단독주택,자가,0,1인가구,1,1인,남성,57,50대,5,대학교,비경제활동,비경제활동,,Y,3,3,5,,,0.0,0.0,0,0,0.0,0.0,0.0,0.0,65,45,0,15,17,16,158,-158.0,0.0,0.0,4500.0,32.3,0.595,메모-0326: 소득 항목은 월평균 금액으로 응답
HH-2025-000327,2025,3,ED-0327,R10,강원특별자치도,동부,도시,ST-10-동,PSU-0100,2025-05-10,방문면접,완료,단독주택,전세,0,1인가구,1,1인,남성,63,60대,3,중학교,임시·일용근로자,취업,공공·교육,N,3,3,5,57.0,42.0,165,0.0,20,80,265.0,3180.0,14.6,250.4,50,67,2,15,48,26,208,42.4,250.4,250.4,26.8,39.2,0.96,메모-0327: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000328,2025,4,ED-0328,R01,서울특별시,동부,도시,ST-01-동,PSU-0137,2025-06-16,인터넷,완료,연립·다세대,자가,0,부부,2,2인,여성,52,50대,4,고등학교,상용근로자,취업,제조업,Y,3,3,30,43.0,47.5,535,0.0,10,15,560.0,6720.0,58.8,501.2,57,52,0,12,20,37,178,323.2,250.6,354.4,10.4,31.9,1.325,메모-0328: 교육비와 보건비 영수증을 참고해 응답
HH-2025-000329,2025,1,ED-0329,R09,경기도,동부,도시,ST-09-동,PSU-0174,2025-07-23,전화,완료,아파트,자가,24,3세대,4,3~4인,여성,50,50대,5,대학교,무급가족종사자,취업,기타서비스,Y,4,4,5,34.5,39.0,0.0,75,60,5,190.0,2280.0,7.7,132.3,107,75,44,12,38,54,330,-197.7,33.1,66.2,56.7,34.6,1.69,메모-0329: 응답자가 조사표 작성 기준을 확인함
HH-2025-000330,2025,2,ED-0330,R17,제주특별자치도,읍부,농촌,ST-17-읍,PSU-0211,2025-08-29,인터넷,완료,아파트,자가,1,부부,2,2인,남성,64,60대,4,고등학교,비경제활동,비경제활동,,Y,3,4,15,,,0.0,0.0,70,10,80.0,960.0,4.4,75.6,81,17,0,20,31,36,185,-109.4,37.8,53.5,22.5,31.5,0.55,"메모-0330: 생활비, 주거비 항목 재확인"
HH-2025-000331,2025,3,ED-0331,R02,부산광역시,동부,도시,ST-02-동,PSU-0248,2025-04-08,인터넷,완료,아파트,자가,8,한부모,4,3~4인,남성,69,60대,5,대학교,비경제활동,비경제활동,,Y,3,3,5,,,0.0,0.0,70,20,90.0,1080.0,5.0,85.0,115,49,0,18,14,36,232,-147.0,21.2,42.5,57.6,31.4,0.915,메모-0331: 가구원 수 변동 내용을 면접원이 확인
HH-2025-000332,2025,4,ED-0332,R15,경상북도,동부,농촌,ST-15-동,PSU-0285,2025-05-15,전화,완료,아파트,자가,15,1인가구,1,1인,여성,50,50대,5,대학교,상용근로자,취업,건설업,Y,5,5,10,62.0,31.0,420,0.0,20,70,510.0,6120.0,53.5,456.5,63,55,11,2,24,8,163,293.5,456.5,456.5,12.0,38.4,1.28,메모-0332: 소득 항목은 월평균 금액으로 응답
HH-2025-000333,2025,1,ED-0333,R02,부산광역시,동부,도시,ST-02-동,PSU-0022,2025-06-21,인터넷,완료,오피스텔,보증부월세,0,기타,2,2인,남성,54,50대,5,대학교,상용근로자,취업,보건·복지,N,5,4,5,50.5,39.0,410,0.0,55,0,465.0,5580.0,48.8,416.2,77,90,0,11,31,40,249,167.2,208.1,294.3,21.6,35.2,1.645,메모-0333: 온라인 조사 후 전화로 일부 항목 보완
HH-2025-000334,2025,2,ED-0334,R01,서울특별시,동부,도시,ST-01-동,PSU-0059,2025-07-28,인터넷,완료,아파트,자가,29,3세대,5,5인 이상,여성,44,40대,4,고등학교,상용근로자,취업,건설업,Y,4,3,15,51.0,35.5,320,0.0,25,20,365.0,4380.0,38.3,326.7,141,45,54,3,36,46,325,1.7,65.3,146.1,13.8,36.5,0.505,메모-0334: 교육비와 보건비 영수증을 참고해 응답
